Time,Class,Resource Usage,Priority
0,Class A,0.5044675258081589,0.9625433185530339
0,Class A,0.51496515981001,0.9983540727761335
0,Class A,0.5501823392302156,0.9381725753348703
0,Class A,0.5106736903805689,0.9265615619701586
0,Class A,0.5470518610440267,0.9971667449533589
0,Class A,0.528989181913116,0.954012219279039
0,Class A,0.5271796151506087,0.9214550128754626
0,Class A,0.5185471930746314,0.9537828164177771
0,Class A,0.5307023470170229,0.9279087661505987
0,Class A,0.512469106172876,0.9760743628394251
0,Class A,0.525588019105949,0.9284783758360001
0,Class A,0.5349812849308745,0.9760345357488676
0,Class A,0.5161051257918287,0.9754941176302652
0,Class A,0.5468186006188096,0.9105822288107356
0,Class A,0.5087870135438946,0.9421496842964981
0,Class B,1.8388804709014341,0.67952168372545
0,Class B,1.8538187188561492,0.7635757389014305
0,Class B,1.842368514189192,0.6494196441027585
0,Class B,1.9329585191294099,0.6449752972044556
0,Class B,1.9351589185470857,0.7545521371916183
0,Class B,1.891151059046904,0.7526317637691109
0,Class B,1.8781723452761891,0.630404563427498
0,Class B,1.8653450827034332,0.7063517865604458
0,Class B,1.8240008282460216,0.6859656224576149
0,Class B,1.8503587004640465,0.7989663266639819
0,Class B,1.9037196110911103,0.7633739681947961
0,Class B,1.9700758849091815,0.7293411109816885
0,Class B,1.8559608032805741,0.7582345628462749
0,Class B,1.834410101827489,0.7899475789936129
0,Class B,1.8301477788918046,0.6129715247913873
0,Class B,1.9240719505156432,0.7251896822347955
0,Class B,1.8085209721447526,0.6603548200840813
0,Class B,1.9483799572443088,0.7827807437782668
0,Class B,1.956355078953971,0.7077561864888166
0,Class B,1.9752956163460103,0.7802352256505592
0,Class B,1.9770328114844162,0.6525922026003182
0,Class B,1.971791414776541,0.7903113795515118
0,Class B,1.9429017314685177,0.6467138103846658
0,Class B,1.815268528255441,0.6562050667291438
0,Class B,1.9610405267595472,0.7140350769859349
0,Class B,1.838998232958342,0.7497489919310669
0,Class B,1.801360219089306,0.6500896278790402
0,Class B,1.91168208736997,0.6745573387880507
0,Class B,1.825693641367835,0.639304932412509
0,Class B,1.9536727651435375,0.6935229893913688
0,Class B,1.8913007181720067,0.6050428654452444
0,Class B,1.950798881790182,0.7480396133059278
0,Class B,1.8221507327063982,0.75265211512764
0,Class B,1.8542799654166107,0.7847339331421727
0,Class B,1.9764721413491328,0.6491952750668303
0,Class C,0.8644586689212866,0.5427285425317182
0,Class C,0.8120428737043117,0.6422881288013964
0,Class C,0.8384508428654489,0.6913480020320004
0,Class C,0.8614717615886134,0.591444081851307
0,Class C,0.8609723078366558,0.6852978542841962
0,Class C,0.8653702660545818,0.6775668873143247
0,Class C,0.7920640394061214,0.6138953589940156
0,Class C,0.8250421099315058,0.5166142457801015
0,Class C,0.8100512432642241,0.698397750003312
0,Class C,0.8658153292360515,0.5459125511098483
0,Class C,0.8221202001860731,0.5702082554123511
0,Class C,0.8505509559510313,0.6958828167472277
0,Class C,0.8603771990124922,0.5245085454201462
0,Class C,0.86021706135318,0.5010783561698846
