Time,Class,Resource Usage,Priority
0,Class A,0.532009828508941,0.9900301197087263
0,Class A,0.5531115558892956,0.91196832182327
0,Class A,0.5418423182583948,0.9141713071041235
0,Class A,0.5162962166290324,0.9707627675642495
0,Class A,0.5396529182785584,0.9368796421458905
0,Class A,0.5093180469359543,0.9800911156570332
0,Class A,0.5168849084696936,0.9595618831655356
0,Class A,0.5369678743855558,0.9585830242873699
0,Class A,0.508844035203471,0.966842957012544
0,Class A,0.5133287474539499,0.9126321758319555
0,Class A,0.5262905367672591,0.9386869871254079
0,Class A,0.5090297410104757,0.9411594336093169
0,Class A,0.5221445235209825,0.9982989744872733
0,Class A,0.5145114428187418,0.9837321972296335
0,Class A,0.5126831269002156,0.9740039032608125
0,Class A,0.5468199733161089,0.9583055570980583
0,Class A,0.546851914363123,0.9435249900441989
0,Class A,0.5505221610077022,0.9561251086090553
0,Class A,0.5405227639741288,0.9610092635410241
0,Class A,0.5488529913275774,0.9099787678885025
0,Class A,0.5155136822034472,0.9834009577288486
0,Class A,0.5085517871198579,0.9297564522357064
0,Class A,0.5329298848819392,0.9529001608144514
0,Class A,0.504803412790191,0.9561591873669898
0,Class A,0.5202861373954277,0.9850416654359329
0,Class A,0.5043535748245027,0.9663242247679953
0,Class A,0.5314532054455204,0.902400813018108
0,Class A,0.5469015975424837,0.9587469092637672
0,Class A,0.5143250906646244,0.9406260050080782
0,Class A,0.5132620442830288,0.9967856153031649
0,Class A,0.5432607380918103,0.992233785572636
0,Class A,0.5369352820444515,0.9615013054167204
0,Class A,0.5216699823657559,0.9065935652493932
0,Class A,0.5099504585651177,0.9204218047781748
0,Class A,0.5470716328690864,0.9383630795593452
0,Class A,0.5245342359813194,0.9831148189708279
0,Class A,0.5514372078964145,0.9845717676321548
0,Class A,0.5465277827625101,0.9009658083537232
0,Class A,0.5238721053984409,0.9290740639903541
0,Class A,0.5344633814687604,0.9750464012954354
0,Class A,0.5211226083350642,0.9950953231868337
0,Class A,0.5260714001537221,0.9096522180902228
0,Class A,0.5412958042169549,0.9297415637538671
0,Class A,0.5209221207865213,0.9141538311711264
0,Class A,0.5098455174087787,0.9748496123999075
0,Class A,0.5235771745680161,0.9311458961296087
0,Class A,0.5479824456491128,0.9897481634592284
0,Class A,0.5151763156350467,0.9691178659238605
0,Class A,0.5214785819616511,0.9430863071371649
0,Class A,0.5160767020673004,0.985854174303631
0,Class B,1.7990023429065356,0.6061229369317805
0,Class B,1.957498583753808,0.6280268267631897
0,Class B,1.898042090137232,0.6163459998977435
0,Class B,1.8027419691557511,0.6649221772285803
0,Class B,1.8840643904728396,0.686616348490152
0,Class B,1.8721812000792455,0.6074830084942966
0,Class B,1.9028755363962615,0.6382518140142823
0,Class B,1.9217855697647062,0.6049300721064172
0,Class B,1.9825957264382519,0.6863583860157687
0,Class B,1.9071048888823983,0.6383858849662205
0,Class B,1.8951439177017728,0.6735844667060004
0,Class B,1.9709666221474245,0.6673105858264019
0,Class B,1.9258393354705834,0.6707496263771641
0,Class B,1.8865775994947023,0.6424418158957418
0,Class B,1.9205254325207506,0.6406585788578512
0,Class B,1.9457947663129287,0.6007162267979234
0,Class B,1.9049975939962902,0.657096042422701
0,Class B,1.8905289715497753,0.6420463195574876
0,Class B,1.8963259422757268,0.6133414655181112
0,Class B,1.7982627826417763,0.6766963228489842
0,Class B,1.8803325533184116,0.6882803691501586
0,Class B,1.9666878030778645,0.6608446422660205
0,Class B,1.8817823069532338,0.644921734006797
0,Class B,1.9541526067698844,0.6801880258598259
0,Class B,1.878992850981772,0.6493800971994684
0,Class B,1.901950732533304,0.6351620509603936
0,Class B,1.9778253148778067,0.6655432906964021
0,Class B,1.876062530545245,0.6914640515942266
0,Class B,1.8967240661860587,0.6164802513311862
0,Class B,1.8095514546224172,0.6744888218050489
0,Class C,0.7810675203971038,0.2482417069521121
0,Class C,0.7766942992120551,0.22325444223539703
0,Class C,0.8159818858042063,0.22478989918332934
0,Class C,0.8190591124434831,0.24931817263361025
0,Class C,0.8364233894031412,0.25164243513953294
0,Class C,0.8241752116031758,0.24695982949460388
0,Class C,0.7719133392697219,0.25005529932201226
0,Class C,0.7793744417354611,0.2651004416054629
0,Class C,0.7806256671900178,0.2853117590972631
0,Class C,0.8390876066699944,0.2576819725767247
0,Class C,0.8290916861693529,0.29639798173002474
0,Class C,0.8306496860276142,0.2498563439688027
0,Class C,0.8433382977824125,0.2072015930859516
0,Class C,0.8495987341384104,0.20139127399254203
0,Class C,0.805343127244484,0.21980198293776515
0,Class C,0.7710089846074937,0.2856614652190617
0,Class C,0.8026572675466996,0.23248445974618118
0,Class C,0.7700803155286507,0.2728739295371258
0,Class C,0.8434590785936964,0.2194269279159006
0,Class C,0.8409673049983172,0.2698389125521131
0,Class C,0.8349494451578178,0.2635556365130779
0,Class C,0.7917597420837386,0.26660058353125415
0,Class C,0.8197688227991515,0.20615438709565426
0,Class C,0.849006292602501,0.2485079630299707
0,Class C,0.8049707393577176,0.25035117417282865
0,Class C,0.7833538612834023,0.22770308083745075
0,Class C,0.817797616114448,0.2861782339348823
0,Class C,0.8228235347860849,0.294311716929171
0,Class C,0.8254267827034416,0.28577512538800665
0,Class C,0.8020198911131247,0.29261290720106503
0,Class C,0.8061712310767275,0.26154316411863726
0,Class C,0.8286460259541026,0.2318600080090436
0,Class C,0.7768515650326563,0.24898691538327578
0,Class C,0.8461307528503376,0.25933243373531334
0,Class C,0.771770898821374,0.23124849705099368
0,Class C,0.8268115487177069,0.21342451562277504
0,Class C,0.8223351921915197,0.2929576674397936
0,Class C,0.8382966124781345,0.25219988993302356
0,Class C,0.7746374908328293,0.22708846032907717
0,Class C,0.8089535628303498,0.20661693702313333
0,Class C,0.7786844661799259,0.26896797799967714
0,Class C,0.7983637879597211,0.2757579210140565
0,Class C,0.8400300623335467,0.2105716033837579
0,Class C,0.8320308535349431,0.24368757585878303
0,Class C,0.7711215880306393,0.23789364196139623
0,Class C,0.8173220864498778,0.268909575027808
0,Class C,0.8240346860609613,0.2729054943471765
0,Class C,0.8328900448138454,0.20951193409027097
0,Class C,0.7948382769764099,0.29424727998579986
0,Class C,0.8456141983189783,0.2497918230491362
1,Class A,0.515849331565075,0.9734021513998395
1,Class A,0.521502583134992,0.9840354811701811
1,Class A,0.5538789971637865,0.932789560542556
1,Class A,0.5449725827226424,0.9075581837503373
1,Class A,0.5075435735557838,0.9790447093656268
1,Class A,0.5291204274026641,0.988746742362661
