Time,Class,Resource Usage,Priority
0,Class A,0.5351789490891898,0.9869191820545969
0,Class A,0.5351521031923729,0.9211231478757128
0,Class A,0.5186586530038129,0.922554950948069
0,Class A,0.5264567208343617,0.9164603943607817
0,Class A,0.5337851316709897,0.9349329987410706
0,Class A,0.5448568125664298,0.9642768324355184
0,Class A,0.5313300552856474,0.9611149034508097
0,Class A,0.5563159436261563,0.9598309846297336
0,Class A,0.5478096626979522,0.9627048589580969
0,Class A,0.5520411900181801,0.9709488332532765
0,Class A,0.5517575902490514,0.9518763868170927
0,Class A,0.5059101624233553,0.9542081718012286
0,Class A,0.5062671198686758,0.9425701481463459
0,Class A,0.5518197278051277,0.9373519987558027
0,Class A,0.530614691746073,0.9283674644365851
0,Class A,0.5515234315091944,0.92954188059653
0,Class A,0.5109456217576994,0.9107869770714395
0,Class A,0.5172666570063218,0.9699236116318295
0,Class A,0.5206191336944603,0.9182072816223681
0,Class A,0.5330297381122948,0.9646830518079891
0,Class A,0.536575346555171,0.9814191218988313
0,Class A,0.5313685268898243,0.9347410988128495
0,Class A,0.5043727002359873,0.9906239944985141
0,Class A,0.5172328106090377,0.9845456559498954
0,Class A,0.5247557792424065,0.9539931922132114
0,Class A,0.5137015211166557,0.9105183468474946
0,Class A,0.5534443670068616,0.9273864246810684
0,Class A,0.547466456728835,0.9008736661610754
0,Class A,0.547608930066665,0.974756614536248
0,Class A,0.5085271947952759,0.9141946245417177
0,Class A,0.505523187734337,0.9766009853164774
0,Class A,0.5100850770640274,0.9702748971458074
0,Class A,0.5048353655346338,0.9761013583362534
0,Class A,0.5355624392676471,0.902497562035872
0,Class A,0.5098335988030044,0.9753953419772756
0,Class A,0.5247622667714068,0.9406758373288449
0,Class A,0.5191182107294676,0.9816487158816531
0,Class A,0.5399235439589954,0.9302282044503204
0,Class A,0.5379612954380891,0.9825154820795765
0,Class A,0.5049588378773544,0.9973375920861098
0,Class B,1.8306210680088661,0.6771444992653161
0,Class B,1.851222579663061,0.6397589882293881
0,Class B,1.8097978526908807,0.6685072063372062
0,Class B,1.8189787606097454,0.6587500114691911
0,Class B,1.9435886805862068,0.6000698784605227
0,Class B,1.8912455530579817,0.6032802300133115
0,Class B,1.8520600417712525,0.6355883209741159
0,Class B,1.9679259393716684,0.6380775705516959
0,Class B,1.9443342696139008,0.6003091268470815
0,Class B,1.8853739425967377,0.6003853754429644
0,Class B,1.9377170036729852,0.6014863791179328
0,Class B,1.954487740927921,0.670983965189808
0,Class B,1.8725250203308101,0.6728729832891783
0,Class B,1.9346697750946489,0.6260762828485417
0,Class B,1.834410842697811,0.6201734384411204
0,Class B,1.8705438012658007,0.6400472692466828
0,Class B,1.9331105147837166,0.6539600767108946
0,Class B,1.9731403529896268,0.6448501310624647
0,Class B,1.9307046736308295,0.6051450668643705
0,Class B,1.9240719729521185,0.6312825755363902
0,Class B,1.959336478948465,0.6688083033177961
0,Class B,1.948627338409121,0.6913083422338782
0,Class B,1.830218766447424,0.6681755332021839
0,Class B,1.9739543273552869,0.6445322029159474
0,Class B,1.8436544146268898,0.6166066503162955
0,Class B,1.8873501917236573,0.6503582005880106
0,Class B,1.8823187915903337,0.6426189103924004
0,Class B,1.8718845185972717,0.6698589110343266
0,Class B,1.9605847221900012,0.6666035231558601
0,Class B,1.8435726171845228,0.6251755800145747
0,Class B,1.9788653608975926,0.6993507776407086
0,Class B,1.8793827375900118,0.6173480902820276
0,Class B,1.9758133667014204,0.637904424115881
0,Class B,1.9703089863611951,0.6973492420803429
0,Class B,1.8001040776414823,0.6367829321855399
0,Class B,1.9001614093807664,0.6239346436218296
0,Class B,1.968538198610051,0.6462930007630975
0,Class B,1.8167476714237263,0.6327852905668989
0,Class B,1.8846811247402806,0.6026477703974105
0,Class B,1.9103570251551893,0.6235214445782934
0,Class B,1.8107263599024765,0.6346908597424173
0,Class B,1.8146529774673223,0.6863094109104345
0,Class B,1.8951249090996325,0.6114554403181861
0,Class B,1.8441950349384522,0.6277789876806178
0,Class B,1.9637125292812945,0.6767701363388579
0,Class B,1.9727080712601455,0.6057154613977859
0,Class B,1.861087954038572,0.636938662582945
0,Class B,1.8475870739541584,0.680913541372124
0,Class B,1.8403435985548386,0.6374219223562713
0,Class B,1.8780354891306263,0.6310292575702325
0,Class B,1.9048830498776363,0.6564645570058711
0,Class B,1.9601604921507998,0.6985532928544458
0,Class B,1.864448157198466,0.6218546969224414
0,Class B,1.8442562094486212,0.6887241564356174
0,Class B,1.8252234002239685,0.6397274851408342
0,Class B,1.9009972727518811,0.6194381292780513
0,Class B,1.8949825905578241,0.620640527439135
0,Class B,1.9333216077263233,0.6824573678777541
0,Class B,1.9643273099216911,0.6682691080891803
0,Class B,1.8313277858381571,0.6858579420418008
0,Class B,1.9372453770493674,0.6473522434095783
0,Class B,1.9293365466688341,0.6924019862325481
0,Class B,1.8235981633765124,0.618546510004607
0,Class B,1.8994381688888167,0.6858062680422974
