Time,Class,Resource Usage,Priority
0,Class A,0.541114146205692,0.9977506516184204
0,Class A,0.5155080899823189,0.9071287527846253
0,Class A,0.5368248798645254,0.9408604524512911
0,Class A,0.5180631078122445,0.9471849809602747
0,Class A,0.5164139166707078,0.9193543817366296
0,Class A,0.5311718750773664,0.9530790011367923
0,Class A,0.5455663228929324,0.9431449891546144
0,Class A,0.5128695946895108,0.9873389998529808
0,Class A,0.524904289362964,0.918100740540601
0,Class A,0.5378182250369862,0.905329153469713
0,Class A,0.5475433068438192,0.9592066900509293
0,Class A,0.5184633195869779,0.9374397256893613
0,Class A,0.5401962454724246,0.9334505788021835
0,Class A,0.5103857817690286,0.9204476773064505
0,Class A,0.554358654544515,0.9572533270229626
0,Class A,0.5423969915448987,0.9968509125132188
0,Class A,0.5451037554011837,0.9931190216499303
0,Class A,0.527837356177979,0.9541282047295524
0,Class A,0.5210726002753175,0.9802582398147951
0,Class A,0.5266408000837922,0.9687429729875704
0,Class A,0.5352826679541304,0.9545225407833902
0,Class A,0.5236063527154532,0.9367327368009116
0,Class A,0.5109734180010588,0.9788939792977747
0,Class A,0.5328058294514036,0.9411807347979275
0,Class A,0.507807712318272,0.9083500204714223
0,Class A,0.5540720439983048,0.9049912193608635
0,Class A,0.5066369438712494,0.9693417060730067
0,Class A,0.5129913143279374,0.9838904908142381
0,Class A,0.5510201512475921,0.957636777335849
0,Class A,0.5112516673140054,0.9400386336469473
0,Class A,0.5118840493723011,0.9291828138286392
0,Class A,0.5497188770591448,0.9616061709515221
0,Class A,0.5449078163202553,0.928215586886213
0,Class A,0.5481276504045469,0.9018651393825423
0,Class A,0.5534985608063412,0.9468892381326026
0,Class A,0.5220903001172686,0.9812686198923235
0,Class A,0.5241687005884322,0.9896163422104919
0,Class A,0.5213457372896436,0.9265495874297662
0,Class A,0.5317183585868296,0.9324250345580389
0,Class A,0.5320867070819122,0.9710877472060319
0,Class B,1.9023874949875281,0.6432047312724283
0,Class B,1.9431059457704878,0.6075804759130861
0,Class B,1.9698695513956272,0.6146041293563251
0,Class B,1.8082790067889998,0.63553644444798
0,Class B,1.8357007753295287,0.6854344178853907
0,Class B,1.830651680959787,0.6677397863972826
0,Class B,1.8000492102797714,0.6538904821556507
0,Class B,1.8583920461874501,0.6662545265774312
0,Class B,1.9709194280002715,0.6243163755764609
0,Class B,1.9125927853003466,0.6153676087552643
0,Class B,1.818025976419927,0.650328834676713
0,Class B,1.8248667682871516,0.6168351251582589
